,log10(ObjectID),period(days),lower error (days),upper error(days),significance,band pair1,band pair2,iou
68,6.143263745223148,,,,,12.0,13.0,
69,6.1432674923633135,,,,,12.0,13.0,
70,6.143278733589828,278.35768963117584,20.58875347614105,2.960111882087688,1.0,12.0,13.0,0.9856087798527171
71,6.143311206609857,,,,,12.0,13.0,
72,6.1433336865091395,,,,,12.0,13.0,
73,6.1433742722692495,212.99254526091565,7.152857446923662,8.692969578060712,1.0,12.0,13.0,0.4381983645857115
74,6.143478216957047,202.42914979757063,18.123797300436905,7.392778431199588,0.98,12.0,13.0,0.9955294290182036
75,6.143486643814452,,,,,12.0,13.0,
76,6.14349382211957,298.73039581777425,17.157342675966447,7.844819660111909,1.0,12.0,13.0,0.9671493398781779
77,6.143514420075551,269.1790040376848,12.58841526678657,5.119921199819544,0.98,12.0,13.0,0.9863274582193639
78,6.143560605880117,269.1790040376848,19.21982656895449,7.859523003761296,1.0,12.0,13.0,0.9678143446014577
79,6.143592745805196,,,,,12.0,13.0,
80,6.143643915146763,,,,,12.0,13.0,
81,6.1437437404092625,184.1620626151011,10.63108276336797,6.019309739298279,1.0,12.0,13.0,0.933249003775198
82,6.143752474028128,,,,,12.0,13.0,
83,6.1437786738309805,,,,,12.0,13.0,
84,6.143783664090423,,,,,12.0,13.0,
85,6.1438257671216325,,,,,12.0,13.0,
86,6.143865683263326,,,,,12.0,13.0,
87,6.143885016325649,212.99254526091565,8.427856788795225,3.142333466391449,1.0,12.0,13.0,0.20349466956039577
88,6.143898424234429,,,,,12.0,13.0,
89,6.143937398362942,252.5252525252523,1.671095044748256,2.656827325098959,1.0,12.0,13.0,0.0
90,6.144048065820088,,,,,12.0,13.0,
91,6.14405710501443,260.5863192182408,23.675458769074226,4.446820162385677,1.0,12.0,13.0,0.9892126941535047
92,6.144104479783569,252.5252525252523,8.695687693098705,2.684267244885035,1.0,12.0,13.0,0.9150647595087102
93,6.144148421495548,278.35768963117584,24.044692929887105,8.633421669177892,0.98,12.0,13.0,0.995240852474012
94,6.144179894740867,252.5252525252523,12.434698356324644,0.8848762317821866,1.0,12.0,13.0,0.9798906897678642
95,6.144206691944046,269.1790040376848,13.664772169654045,4.14881718185336,1.0,12.0,13.0,0.9882008374068424
96,6.14429299262795,269.1790040376848,11.5499946554703,17.25299019295562,1.0,12.0,13.0,0.9871255632812573
97,6.144359030665696,,,,,12.0,13.0,
98,6.144361210995696,,,,,12.0,13.0,
99,6.144440941259285,298.73039581777425,16.574051544082636,5.305262756221111,0.96,12.0,13.0,0.9702744525842892
100,6.1444459239147875,252.5252525252523,8.071136742935039,2.7128311689994007,1.0,12.0,13.0,0.9812784014835155
101,6.14446803375893,,,,,12.0,13.0,
102,6.144549301118705,288.1844380403456,14.219427684797608,7.243596246975358,1.0,12.0,13.0,0.9579579241982292
103,6.144597556147667,218.6987424822305,7.882885105988322,1.9053245743358505,1.0,12.0,13.0,0.4506790488039701
104,6.144670706772752,218.6987424822305,8.345839734477806,7.589092520631368,1.0,12.0,13.0,0.0
105,6.144766562130517,252.5252525252523,8.610908258342022,1.5378780393052978,1.0,12.0,13.0,0.9503621340870563
106,6.144771229870702,,,,,12.0,13.0,
107,6.144779320501513,310.0775193798448,20.37476778771088,2.914597574883772,0.96,12.0,13.0,0.9890793078219643
108,6.144914971705487,260.5863192182408,2.1857000073198947,3.8795294623579935,1.0,12.0,13.0,0.6050825385851246
109,6.144917149246236,,,,,12.0,13.0,
110,6.144947944724898,,,,,12.0,13.0,
111,6.144966296547492,218.6987424822305,9.399618442953027,4.519028389409016,1.0,12.0,13.0,0.9223217601428875
112,6.145002686851289,172.4881414402758,13.06210694963383,5.361973170088504,1.0,12.0,13.0,0.8836139010595517
113,6.145060531827373,,,,,12.0,13.0,
114,6.1450623976660745,,,,,12.0,13.0,
115,6.145072659635645,,,,,12.0,13.0,
116,6.145077946010187,,,,,12.0,13.0,
117,6.145104998802066,,,,,12.0,13.0,
118,6.145114948830362,278.35768963117584,25.77706848302722,5.233164642336362,0.98,12.0,13.0,0.9999941119857418
119,6.145128007896559,,,,,12.0,13.0,
120,6.145153192129639,,,,,12.0,13.0,
121,6.1451914320615675,,,,,12.0,13.0,
122,6.145192986459129,202.42914979757063,9.43928715463187,3.96771535489367,1.0,12.0,13.0,0.9220658966245304
123,6.145227181798026,252.5252525252523,7.585485452967646,2.620436663383259,1.0,12.0,13.0,0.48494043588382196
124,6.145278158940654,,,,,12.0,13.0,
125,6.145321360492922,252.5252525252523,13.045408352068478,0.547396513844518,0.96,12.0,13.0,0.9770777800625566
126,6.145395321518869,207.57654385054468,21.53103711170911,3.104779659163285,0.94,12.0,13.0,0.9974614357567151
127,6.145414897329325,278.35768963117584,20.54481320796424,4.576142663985593,1.0,12.0,13.0,0.6379353168197325
128,6.145426083110571,269.1790040376848,25.090149927294817,4.02216047965976,0.98,12.0,13.0,0.9968307046425359
129,6.145477968939112,,,,,12.0,13.0,
130,6.145523014481609,218.6987424822305,9.182276333579722,1.0258078244276874,1.0,12.0,13.0,0.3191048489044397
131,6.145572093271288,,,,,12.0,13.0,
132,6.1456258250793825,252.5252525252523,7.896889305806212,2.6233725689473038,1.0,12.0,13.0,0.9040589023243061
133,6.145681723951044,,,,,12.0,13.0,
134,6.145702839430264,,,,,12.0,13.0,
135,6.145742893915504,202.42914979757063,5.675917097589917,3.0064071839657345,1.0,12.0,13.0,0.43468298549469847
136,6.145752208382643,269.1790040376848,13.593015398500825,4.208087802430953,1.0,12.0,13.0,0.991656660059988
137,6.145761833122154,202.42914979757063,13.22410409118882,0.4428075018779793,1.0,12.0,13.0,0.9980933991021608
138,6.145778287827901,252.5252525252523,7.278396070583085,0.9746534528174208,1.0,12.0,13.0,0.9442306517758148
139,6.145790085157726,,,,,12.0,13.0,
140,6.145840685858324,202.42914979757063,12.134197299540205,6.465387731247688,1.0,12.0,13.0,0.951425094188846
141,6.145863345610492,,,,,12.0,13.0,
142,6.145897177834479,,,,,12.0,13.0,
143,6.145916731037352,,,,,12.0,13.0,
144,6.145977557594834,260.5863192182408,23.49057774416991,14.19495350382951,0.96,12.0,13.0,0.9537437325354757
145,6.146000830809773,252.5252525252523,9.699334415151668,0.4856927502842438,0.98,12.0,13.0,0.9629516282495941
146,6.1460213102073045,252.5252525252523,13.56435674887058,0.4550585823770348,1.0,12.0,13.0,0.5498830889607844
147,6.146039306456427,278.35768963117584,13.492699298162051,5.595012162889475,1.0,12.0,13.0,0.9787405170542754
148,6.146041788639163,197.53086419753063,13.074020744818853,1.250283105721877,1.0,12.0,13.0,0.9920718346843204
149,6.1460532685497835,180.09905447996377,10.267505336254317,7.584968934804124,1.0,12.0,13.0,0.7571869461253734
150,6.146060094298729,,,,,12.0,13.0,
151,6.146083363091184,,,,,12.0,13.0,
152,6.14611748839846,,,,,12.0,13.0,
153,6.146126174412184,260.5863192182408,19.82742711474657,1.5135601528660343,1.0,12.0,13.0,0.6100611831347892
154,6.146162467661482,,,,,12.0,13.0,
155,6.146174254560065,,,,,12.0,13.0,
156,6.146256133656877,,,,,12.0,13.0,
157,6.146363111486516,,,,,12.0,13.0,
158,6.146369622329757,,,,,12.0,13.0,
159,6.1463854339712665,,,,,12.0,13.0,
160,6.146387914176526,172.4881414402758,8.556737659557115,2.3675202243361757,1.0,12.0,13.0,0.9803113142636982
161,6.146405275216761,260.5863192182408,5.106680799262961,3.8831276399965295,1.0,12.0,13.0,0.0
162,6.146425425553934,,,,,12.0,13.0,
163,6.146445264972493,202.42914979757063,6.007863038413007,3.629581627340684,1.0,12.0,13.0,0.8575858753912102
164,6.146455184341919,,,,,12.0,13.0,
165,6.146463243662759,,,,,12.0,13.0,
166,6.146576678234174,288.1844380403456,16.386535149539554,10.681125178104423,1.0,12.0,13.0,0.24145772223821252
167,6.146598989744699,252.5252525252523,8.613361395282482,1.7683792259427946,1.0,12.0,13.0,0.0865260874958913
168,6.146634933656399,298.73039581777425,28.78539274075308,1.574154049705271,0.94,12.0,13.0,0.9962179032191324
169,6.146647017579217,202.42914979757063,10.638218370981605,2.46602494296306,1.0,12.0,13.0,0.9941226939255228
170,6.1466612699791074,202.42914979757063,10.790455169192056,1.6418208421495706,1.0,12.0,13.0,0.9967504370085806
171,6.146766599302072,269.1790040376848,7.673567424705254,5.291411973813354,1.0,12.0,13.0,0.6855963505952246
172,6.146820802967829,184.1620626151011,8.754529676647337,2.006249545041726,1.0,12.0,13.0,0.9935156976781669
173,6.146836288486989,,,,,12.0,13.0,
174,6.1468486765047725,,,,,12.0,13.0,
175,6.146868806280046,,,,,12.0,13.0,
176,6.146889864123305,252.5252525252523,9.527871245521396,2.2880785047258883,1.0,12.0,13.0,0.3429518331305935
177,6.1469041085559715,180.09905447996377,0.0414792576611091,9.323328454872126,1.0,12.0,13.0,0.9915991951323009
178,6.146960462382855,,,,,12.0,13.0,
179,6.146973156466584,269.1790040376848,16.67210519771146,0.3090700910883583,1.0,12.0,13.0,0.9999326615255412
180,6.147006283181409,,,,,12.0,13.0,
181,6.1470099981694215,192.86403085824472,11.332749287437707,4.368917788507986,1.0,12.0,13.0,0.9562036831634421
182,6.147052408696982,,,,,12.0,13.0,
183,6.147091100820847,310.0775193798448,17.666988114766525,8.4410915632252,0.98,12.0,13.0,0.9444719065107076
184,6.147185185682537,252.5252525252523,9.598114314244585,1.7505579349862046,1.0,12.0,13.0,0.631104240746863
185,6.147253260701108,260.5863192182408,18.03394989087377,1.0432093984263702,1.0,12.0,13.0,0.9931900028989022
186,6.147298431869134,,,,,12.0,13.0,
187,6.147320396972207,260.5863192182408,13.218946732566335,0.9061616406016242,0.98,12.0,13.0,0.9975731203032067
188,6.147326893479956,269.1790040376848,12.760663882946004,6.394949740283607,1.0,12.0,13.0,0.938547343533187
189,6.147402988191839,,,,,12.0,13.0,
190,6.147459586586522,252.5252525252523,14.567486464278376,4.07243830592617,1.0,12.0,13.0,0.857702765895499
191,6.147464534729421,184.1620626151011,4.250355954175177,2.491246453181418,1.0,12.0,13.0,0.5366880958304275
192,6.14746700877973,,,,,12.0,13.0,
193,6.1475396777204825,,,,,12.0,13.0,
194,6.1475529732745775,,,,,12.0,13.0,
195,6.1476262461183415,,,,,12.0,13.0,
196,6.1476296466674425,252.5252525252523,16.37459899263837,1.767008538812746,0.98,12.0,13.0,0.9992441638406157
197,6.147639539022523,,,,,12.0,13.0,
198,6.14765066765266,197.53086419753063,4.993383742285772,8.809002734632202,0.98,12.0,13.0,0.0
199,6.147664268924462,192.86403085824472,6.95172752872287,6.58491341772563,1.0,12.0,13.0,0.0
200,6.147733814224859,,,,,12.0,13.0,
201,6.1478419736724685,188.41262364578407,9.525338589322049,4.349260953973527,1.0,12.0,13.0,0.943795289098137
202,6.147846608475468,,,,,12.0,13.0,
203,6.147873489357498,288.1844380403456,26.11934592176664,3.196890077842852,1.0,12.0,13.0,0.9937453901499712
204,6.147887083652851,,,,,12.0,13.0,
205,6.147887701565256,278.35768963117584,25.854467119665344,1.525868270032106,1.0,12.0,13.0,0.9932749256472413
206,6.147902531199244,180.09905447996377,10.09544177905778,1.9354987085561104,1.0,12.0,13.0,0.9870522862508121
207,6.147919831798912,,,,,12.0,13.0,
208,6.14799396942094,,,,,12.0,13.0,
209,6.14813973650122,278.35768963117584,15.01379752167395,2.7611015550303364,0.98,12.0,13.0,0.5260544889747696
210,6.148194386545208,260.5863192182408,7.4967945072797875,3.875212026398799,0.96,12.0,13.0,0.0
211,6.148228346384775,,,,,12.0,13.0,
212,6.148266933888466,,,,,12.0,13.0,
213,6.1482888500638895,278.35768963117584,6.035229863412837,5.6554618369419245,1.0,12.0,13.0,0.0
214,6.1483144689795575,260.5863192182408,1.053121132102376,2.789709674323717,1.0,12.0,13.0,0.5591948053987086
215,6.148324037102611,,,,,12.0,13.0,
216,6.1483823672283995,,,,,12.0,13.0,
217,6.148384836055618,260.5863192182408,13.394699971754903,1.1038576276731646,0.98,12.0,13.0,0.08479175476903399
218,6.148454574626707,,,,,12.0,13.0,
219,6.148477098409721,,,,,12.0,13.0,
220,6.148514121268238,188.41262364578407,13.901814690538089,9.390227712256744,1.0,12.0,13.0,0.895302491901164
221,6.148531089023664,,,,,12.0,13.0,
222,6.148589699805883,252.5252525252523,6.054300405381127,1.488874528773806,0.98,12.0,13.0,0.9505208934226675
223,6.148595560449084,,,,,12.0,13.0,
224,6.148599570317286,,,,,12.0,13.0,
225,6.148650461581475,252.5252525252523,6.196867459035786,2.6274355839312875,1.0,12.0,13.0,0.9169169686571415
226,6.1486621811490245,,,,,12.0,13.0,
227,6.148710598115304,218.6987424822305,8.909635192533244,2.0256855545707992,1.0,12.0,13.0,0.9937028232709486
228,6.148750992854763,176.21145374449318,0.9852636760499252,3.682017639738661,1.0,12.0,13.0,0.9091543228887492
229,6.148777201172176,202.42914979757063,10.517820766981629,3.65909617398512,1.0,12.0,13.0,0.998348691965243
230,6.148777817819424,298.73039581777425,19.27246379602525,3.7054056069990793,1.0,12.0,13.0,0.9940651263508554
231,6.148864139793412,,,,,12.0,13.0,
232,6.148873695814233,,,,,12.0,13.0,
233,6.148885409359368,278.35768963117584,17.585709121765888,8.186606056259734,1.0,12.0,13.0,0.9566235135546707
234,6.1489202398771035,252.5252525252523,12.305673694416782,6.825807667114532,1.0,12.0,13.0,0.8994997521619676
235,6.148923630309283,212.99254526091565,8.760105560380538,5.304282812737171,1.0,12.0,13.0,0.11583938260606938
236,6.148931335738529,,,,,12.0,13.0,
237,6.148980647248606,,,,,12.0,13.0,
238,6.149051214607292,,,,,12.0,13.0,
239,6.149057685275869,188.41262364578407,18.556917401033505,2.382867221389091,1.0,12.0,13.0,0.9977262155616631
240,6.149118073534016,,,,,12.0,13.0,
241,6.149123002817053,298.73039581777425,18.682462594882622,0.9844491411678292,1.0,12.0,13.0,0.9965244017506739
242,6.149132245071951,,,,,12.0,13.0,
243,6.14913594191884,,,,,12.0,13.0,
244,6.149152269282852,,,,,12.0,13.0,
245,6.1491559659592925,,,,,12.0,13.0,
246,6.149171060394868,252.5252525252523,4.838297951006751,1.6186695981458286,1.0,12.0,13.0,0.9605071465759515
247,6.149231740892883,,,,,12.0,13.0,
248,6.149352460628646,,,,,12.0,13.0,
249,6.149367856141378,,,,,12.0,13.0,
250,6.149372474688777,252.5252525252523,10.429107534133893,0.8267697909339233,1.0,12.0,13.0,0.9830063214250854
251,6.149398029763277,252.5252525252523,3.0213636899760274,0.929885076952644,1.0,12.0,13.0,0.0
252,6.149435589914488,269.1790040376848,13.065156842556403,3.4473631443946715,0.96,12.0,13.0,0.9961620281966401
253,6.1494823816241135,,,,,12.0,13.0,
254,6.149496849092894,260.5863192182408,13.137077222841754,1.35315707208008,1.0,12.0,13.0,0.9939807103546364
255,6.149520857871146,188.41262364578407,9.195817772649091,4.157009768118769,1.0,12.0,13.0,0.9610966553345974
256,6.149564870517719,207.57654385054468,7.245386252363204,5.036000865488688,1.0,12.0,13.0,0.7296993211778786
257,6.149602416243028,252.5252525252523,6.699225361219135,2.66719561765359,1.0,12.0,13.0,0.9992920146888612
258,6.149624880575755,,,,,12.0,13.0,
259,6.149686420740699,278.35768963117584,13.933752906586903,7.944699135485791,0.98,12.0,13.0,0.9292752340400683
260,6.149728878370693,207.57654385054468,9.85419430285225,1.4385835093034132,1.0,12.0,13.0,0.9774717161670936
261,6.149781175542776,252.5252525252523,11.926767625499508,2.8959549763284542,1.0,12.0,13.0,0.9927176638123466
262,6.149782405988643,269.1790040376848,9.469380055835243,2.973958789448261,0.98,12.0,13.0,0.9699008646074606
263,6.149800554660261,,,,,12.0,13.0,
264,6.149840848152134,,,,,12.0,13.0,
265,6.149881137905955,212.99254526091565,8.383879515966072,4.700912710375178,1.0,12.0,13.0,0.921290450871272
266,6.149916811209219,252.5252525252523,16.75523207855423,1.82526172118844,0.96,12.0,13.0,0.9868328225202352
267,6.149925114057705,,,,,12.0,13.0,
268,6.14995340405328,252.5252525252523,1.7844436764727334,1.6279607802083549,1.0,12.0,13.0,0.0
269,6.149993990828372,,,,,12.0,13.0,
270,6.150016127470726,180.09905447996377,9.960835469222786,1.0593282443444707,1.0,12.0,13.0,0.06440539296516785
271,6.150018279584107,207.57654385054468,8.383296249927696,0.8036317518279361,1.0,12.0,13.0,0.4377379911917179
272,6.150025043299591,,,,,12.0,13.0,
273,6.150049330318767,,,,,12.0,13.0,
274,6.1500708493274825,,,,,12.0,13.0,
275,6.150104047992331,197.53086419753063,9.588555355613892,6.842773514369981,1.0,12.0,13.0,0.9790533873173608
276,6.150107121814415,188.41262364578407,6.798019500700946,6.0827057920078005,1.0,12.0,13.0,0.0
277,6.1501154210253715,260.5863192182408,12.48795334625271,2.841567384739676,1.0,12.0,13.0,0.0
278,6.150119724257506,176.21145374449318,8.463493747025439,2.1970419214931667,1.0,12.0,13.0,0.9660383426119792
279,6.150128945325644,,,,,12.0,13.0,
280,6.150174433063266,,,,,12.0,13.0,
281,6.150186418903718,,,,,12.0,13.0,
282,6.150189492142859,212.99254526091565,8.545128754935263,1.8054848359225844,1.0,12.0,13.0,0.9732594399957079
283,6.1501944092802505,,,,,12.0,13.0,
284,6.150222374440459,,,,,12.0,13.0,
285,6.150269081461724,252.5252525252523,9.073949065106092,1.364460555569849,1.0,12.0,13.0,0.9825051882467918
286,6.1502773775782975,212.99254526091565,7.167515257912584,4.635449144513416,1.0,12.0,13.0,0.821114793618076
287,6.150299499781082,,,,,12.0,13.0,
288,6.150301343247117,,,,,12.0,13.0,
289,6.150333909856861,269.1790040376848,9.163259264332282,7.408050882385282,0.98,12.0,13.0,0.5989765995739028
290,6.150481043621062,,,,,12.0,13.0,
291,6.150651152888763,244.94794856093057,11.65025372316012,0.8355358814246756,1.0,12.0,13.0,0.9938197190829372
292,6.150651459884966,252.5252525252523,8.056551618304184,0.944609282169381,1.0,12.0,13.0,0.9303423052772328
293,6.150732192353697,260.5863192182408,5.14778231070818,3.886557919290226,1.0,12.0,13.0,0.0
294,6.150736796414771,,,,,12.0,13.0,
295,6.1507908137522245,,,,,12.0,13.0,
296,6.150835925356955,218.6987424822305,6.182443261725069,2.7358791729555776,0.98,12.0,13.0,0.8148437468105436
297,6.150840528318468,260.5863192182408,7.306158704247764,2.791152470175234,0.98,12.0,13.0,0.9139119927323871
298,6.150877350254392,,,,,12.0,13.0,
299,6.15089115767552,176.21145374449318,3.635376976355161,2.451105512562748,1.0,12.0,13.0,0.5450206229921704
300,6.1509546661593095,,,,,12.0,13.0,
301,6.150985956779529,202.42914979757063,10.803926738909752,2.905386248977095,1.0,12.0,13.0,0.24804635418609977
302,6.151008042918872,,,,,12.0,13.0,
303,6.151016018193166,,,,,12.0,13.0,
304,6.151024913518643,,,,,12.0,13.0,
305,6.151028901019195,252.5252525252523,7.794721967329281,1.088541767479967,1.0,12.0,13.0,0.9875719885553875
306,6.151046384243292,,,,,12.0,13.0,
307,6.151054052102001,,,,,12.0,13.0,
308,6.151099136372998,,,,,12.0,13.0,
309,6.1511270433383824,180.09905447996377,9.783081697472056,3.587535917886072,1.0,12.0,13.0,0.9926618751112127
310,6.151139309569016,252.5252525252523,10.810553964205894,1.1578126963078432,1.0,12.0,13.0,0.9629079381674939
311,6.15122209756525,207.57654385054468,11.724310675157511,3.931056993403956,1.0,12.0,13.0,0.9832107639184616
312,6.151338587275276,,,,,12.0,13.0,
313,6.151356671033574,207.57654385054468,8.917332111791808,4.359601183185163,1.0,12.0,13.0,0.1796456945599716
314,6.151371382688236,197.53086419753063,6.546480275195819,0.3585375999427356,1.0,12.0,13.0,0.9494430285504379
315,6.151372302150105,252.5252525252523,4.889559129825443,2.630970627841265,1.0,12.0,13.0,0.6617529378680981
316,6.151411224250535,,,,,12.0,13.0,
317,6.151455965032702,207.57654385054468,6.728928554974317,2.925231148241864,1.0,12.0,13.0,0.4426889099050496
318,6.151480478575197,,,,,12.0,13.0,
319,6.151503765159025,298.73039581777425,17.365506104143435,10.32605807705164,1.0,12.0,13.0,0.9515048846793782
320,6.151526744116425,,,,,12.0,13.0,
321,6.15154512640698,,,,,12.0,13.0,
322,6.151586177380195,,,,,12.0,13.0,
323,6.151686337723733,,,,,12.0,13.0,
324,6.151698894424704,,,,,12.0,13.0,
325,6.151845260399149,,,,,12.0,13.0,
326,6.151859037082494,260.5863192182408,12.382233807651517,1.9338550632847955,1.0,12.0,13.0,0.9816458915898446
327,6.15192577127354,,,,,12.0,13.0,
328,6.151973825784839,252.5252525252523,12.178621906937847,0.4392686828722674,1.0,12.0,13.0,0.9755438217636795
329,6.151975356095926,218.6987424822305,9.726655296376748,4.739760036186766,0.98,12.0,13.0,0.9615359917881032
330,6.152080934540617,288.1844380403456,16.189286124815965,33.2426524262674,1.0,12.0,13.0,0.7032534353688756
331,6.152085830309544,,,,,12.0,13.0,
332,6.152088890137097,192.86403085824472,12.189916416554496,4.369228828617821,1.0,12.0,13.0,0.9768455273018452
333,6.1520974575395595,202.42914979757063,9.149963504565337,0.3056828119664772,1.0,12.0,13.0,0.6857116511834099
334,6.15219260554044,197.53086419753063,11.815643319146886,2.411671297726542,1.0,12.0,13.0,0.9963047608605998
335,6.152237571778687,,,,,12.0,13.0,
336,6.1522571474617775,,,,,12.0,13.0,
337,6.1522709110856475,260.5863192182408,1.0398623170027008,2.787198423041957,1.0,12.0,13.0,0.5485748859160009
338,6.152285285960443,197.53086419753063,12.667071315031592,0.4279205063726863,1.0,12.0,13.0,0.19847922355190728
339,6.152316480860572,224.7191011235953,5.859102416443619,2.887762237982997,1.0,12.0,13.0,0.8367716813838432
340,6.152320150701514,,,,,12.0,13.0,
341,6.1523354413716556,176.21145374449318,12.313126987212796,3.691557052524416,0.98,12.0,13.0,0.9967829312860437
342,6.152352872078957,252.5252525252523,7.719933881273846,2.620218738522908,1.0,12.0,13.0,0.5779453276918372
343,6.152374277253651,,,,,12.0,13.0,
